hdbscan_filled_cluster,GO_hit,gene_symbols,annotated_label
210,ribosomal large subunit biogenesis,BRIX1 DPY30 FAM72A FAM72B FAM72C FAM72D HSBP1 NCBP2 NOB1 PPAN RBM8A RPF1 RPF2 RPL7L1 RRP1 SNRPB2 YPEL1 YPEL2 YPEL3 YPEL4 YPEL5,
180,semaphorin receptor activity,CDH23 CELSR1 CELSR2 CELSR3 CSPG4 DCHS1 FREM1 FREM3 ITGB4 PKD1L2 PLXNA1 PLXNA2 PLXNB1 PLXNB2 PLXND1,
30,septin complex,SEPTIN1 SEPTIN10 SEPTIN11 SEPTIN12 SEPTIN14 SEPTIN2 SEPTIN3 SEPTIN4 SEPTIN5 SEPTIN7 SEPTIN8 SEPTIN9,
139,serine palmitoyltransferase complex,APH1A APH1B ARL6IP5 ARL6IP6 ATP6V0E1 ATP6V0E2 CACFD1 CNEP1R1 CNIH1 CNIH2 CNIH3 CNIH4 DAD1 DPM2 EMC6 GJE1 GOLT1A GOLT1B IER3IP1 JAGN1 KRTCAP2 LAPTM4B LEPROT LEPROTL1 MARVELD3 ORMDL1 ORMDL2 ORMDL3 OST4 OSTC PIGP PSENEN RAB5IF RABAC1 RER1 RNASEK SEC61G SFT2D1 SFT2D2 SMIM10L1 SMIM15 SMIM7 SMLR1 SPCS1 SPTSSA SPTSSB SSR3 STARD3NL SYS1 TEX261 TMBIM4 TMCO1 TMEM107 TMEM128 TMEM138 TMEM147 TMEM150A TMEM167A TMEM167B TMEM170A TMEM170B TMEM18 TMEM208 TMEM216 TMEM218 TMEM220 TMEM243 TMEM251 TMEM258 TMEM272 TMEM50A TMEM50B WDR83OS,
55,serine-type endopeptidase inhibitor activity,AGT ITIH1 ITIH2 ITIH3 ITIH4 SERPINA1 SERPINA10 SERPINA11 SERPINA12 SERPINA3 SERPINA4 SERPINA5 SERPINA6 SERPINA9 SERPINB1 SERPINB10 SERPINB11 SERPINB12 SERPINB13 SERPINB2 SERPINB3 SERPINB4 SERPINB5 SERPINB6 SERPINB7 SERPINB8 SERPINB9 SERPINC1 SERPIND1 SERPINE1 SERPINE2 SERPINE3 SERPINF1 SERPINF2 SERPING1 SERPINH1 SERPINI1 SERPINI2,
206,serine-type endopeptidase inhibitor activity,CLPS DEFB1 DEFB118 DEFB124 DEFB129 DEFB132 DEFB134 EPPIN MSMB PI3 SLPI SPESP1 SPINK1 SPINK13 SPINK14 SPINK2 SPINK4 SPINK6 SPINK7 SPINK8 SPINK9 SPINT3 SPINT4 TFF1 TFF2 TFF3 WFDC2 WFDC6 WFDC9,
339,shelterin complex,ACD AKT1S1 AP1AR C6orf47 CBY1 CCDC184 FAM167B FAM170B FAM89B HMGB4 PAIP2 PAIP2B PRDM7 SPRN TINF2 TUSC1,
391,siRNA binding,CFAP20 DDX49 DDX55 DDX56 EIF2B4 ETF1 GDAP1L1 GTF2B HAT1 IRAK1BP1 LRAT LXN METTL16 MTX2 PCNA PRKRA PTP4A1 RPA2 SNAP47 SPSB2 STYX TARBP2 THUMPD3 TRMO,
225,sialic acid binding,CD300E CD33 SIGLEC12 SIGLEC14 SIGLEC6 SIGLEC7 SIGLEC8 SIGLEC9 TARM1 VSTM1,
199,sialyltransferase activity,B4GALT6 FAM3B FAM3C FAM3D GALNT15 GALNT2 GALNT5 GCNT3 MGAT2 ST3GAL1 ST3GAL2 ST3GAL3 ST3GAL4 ST3GAL5 ST3GAL6 ST6GAL1 ST6GALNAC2 ST6GALNAC3 ST6GALNAC4 ST6GALNAC5 ST6GALNAC6 ST8SIA1 ST8SIA2 ST8SIA3 ST8SIA4 ST8SIA6,
150,signal recognition particle binding,ATP6V0B CDIPT DERL1 DERL2 DERL3 EI24 GPR89A GPR89B GPRC5A GPRC5D KDELR1 KDELR2 LMBR1 LMBRD1 RHBDD2 SCAMP4 SCAMP5 SERINC1 SERINC2 SERINC3 SLC66A1 TMBIM6 TMEM101 TMEM17 TMEM244 TMEM33 TMEM35B TMEM60 TPRA1 TSPO UNC50,
319,signal sequence binding,AP1B1 AP1G1 AP2B1 ARMC8 CTNNB1 GEMIN4 IBTK INTS4 JUP KPNA1 KPNA4 MMS19 RAB3GAP2 RANBP6 SPAG6 TAF2 TANGO6 TBCD TRAPPC10 TRAPPC8 TTI1 UNC45B,
387,signaling receptor complex adaptor activity,ARHGEF26 ARHGEF5 BCAR1 BLM CAPN15 CEP78 DNAAF1 DOK7 EFS ERCC5 ESPNL FAM120A FAM120B FAM169A FRS2 FRS3 GAB4 ICE2 MAP3K14 MYT1 NCAPG NEDD9 OTUD7A OTUD7B POLH PTPDC1 PWWP3A RUSC1 SENP1 SENP6 SH2D4A SIMC1 SNPH SPATA2 STON1 STON2 TATDN2 TENT4A TEX2 TMEM209 TOP2A TRIM33 USP53 WHAMM ZMYND11,
138,solute:sodium symporter activity,GPR155 MFSD6 OCA2 SLC11A1 SLC11A2 SLC13A1 SLC13A2 SLC13A3 SLC13A4 SLC13A5 SLC17A7 SLC18A3 SLC20A2 SLC24A5 SLC28A3 SLC32A1 SLC34A1 SLC34A2 SLC34A3 SLC35F4 SLC36A1 SLC36A2 SLC36A3 SLC36A4 SLC38A1 SLC38A11 SLC38A2 SLC38A3 SLC38A4 SLC38A6 SLC38A7 SLC38A8 SLC38A9 SLC41A1 SLC41A2 SLC47A1 SLC47A2 SLC5A3 SLC9B1 SLC9B2,
141,solute:sodium symporter activity,SLC5A4 SLC6A1 SLC6A11 SLC6A12 SLC6A13 SLC6A18 SLC6A19 SLC6A2 SLC6A20 SLC6A3 SLC6A4 SLC6A5 SLC6A6 SLC6A7 SLC6A9,
142,solute:sodium symporter activity,SLC17A6 SLC17A8 SLC23A2 SLC28A2 SLC5A1 SLC5A10 SLC5A11 SLC5A12 SLC5A2 SLC5A5 SLC5A6 SLC5A7 SLC5A8 SLC5A9 SLC6A15 SLC6A16 SLC6A17 SLC7A1 SLC7A10 SLC7A11 SLC7A14 SLC7A2 SLC7A5 SLC7A6 SLC7A7 SLC7A8 SLC7A9 SV2A SV2C,
158,sphingosine N-acyltransferase activity,ADIPOR1 ADIPOR2 CERS1 CERS2 CERS3 CERS4 CERS5 CERS6 CLN6 DHCR7 G6PC2 HACD3 PAQR6 PAQR9 SRD5A2 TECR TLCD4 TM7SF2 TMEM229A,
262,spliceosomal snRNP complex,CPSF6 CPSF7 CSTF2T DAZAP1 FUBP1 FXR1 G3BP1 G3BP2 KHSRP LCORL LSM14B NCOA5 PPP1R10 RBM12 RBM22 RBM23 RBM42 RBM7 SF1 SF3A2 SF3B4 SNRPA SNRPB SNRPC SNRPN U2AF2 YBX1 YBX2 YBX3 ZC3H4,
244,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",BDH1 CAT CBR4 CES1 CES2 CES3 CES4A CES5A DHRS1 DHRS12 DHRS13 DHRS3 DHRS7 DHRS7B DHRS7C DHRS9 FMO1 FMO2 FMO3 FMO4 FMO5 HPGD HSD11B1 HSD11B1L HSD11B2 HSD17B1 HSD17B11 HSD17B12 HSD17B13 HSD17B2 HSD17B3 HSD17B6 HSD17B7 HSD3B1 HSD3B2 HSDL1 KDSR KMO MTTP RDH10 RDH11 RDH12 RDH13 RDH16 RDH5 RDH8 RETSAT SCCPDH SDR16C5 SDR42E1 SDR9C7 SELENBP1 SGPL1 SLC27A1 SLC27A3 SLC27A4 SLC27A5 SQLE WWOX,
417,sterol binding,AGAP4 AGAP5 AGAP6 ANKMY1 ANKRD13A ANKRD13D ARHGAP40 ARHGAP8 AVL9 CDC14A CERT1 CYTH3 DGKQ DOK5 DOK6 EIF2AK4 FBXO11 FERMT1 FERMT2 FRMD8 FRMPD2 GRAMD1B GRAMD1C GRAP2 GRAPL GRB10 GRB2 KRIT1 LPIN1 LPIN2 LRCH3 MPP3 MPP4 MPP7 MTMR7 NCKIPSD NPAS1 NRBP2 OSBP2 OSBPL10 OSBPL1A OSBPL2 OSBPL3 OSBPL6 OSBPL8 OSBPL9 PDZD3 PIK3R2 PIK3R5 PLEKHN1 PLEKHS1 PTPN11 PTPN3 PTPRR RAPGEFL1 RASGEF1A RASGEF1B RASSF1 RASSF4 RGL4 RGS11 RGS7 RIN1 SEC14L1 SMURF2 SNTG2 SNX18 SYTL3 USP47 USP6,
257,store-operated calcium entry,ADGB AMOTL2 BICDL1 BICDL2 C4orf50 CABCOCO1 CARD9 CCDC102A CCDC125 CCDC13 CCDC169 CCDC180 CCDC33 CCDC62 CCDC93 CCPG1 CDR2 CDR2L CEP57 CEP85L CFAP44 CKAP4 CLUAP1 CRACR2B DEF6 DZIP1 EVC GKAP1 HOMER1 HOMER2 HOMER3 IFT57 IKBIP IQCE KIF27 KIF6 KIF7 KIF9 KRT222 LCA5 LCA5L LRRFIP1 LZTFL1 LZTS1 LZTS2 LZTS3 N4BP3 NDC80 NUF2 PHLDB1 PHLDB3 RAB11FIP3 RASSF8 RILPL1 SASS6 SH2D4B TNIP2 TUFT1,
46,structural constituent of eye lens,CRYBA1 CRYBA2 CRYBA4 CRYBB1 CRYBB2 CRYBB3 CRYGA CRYGB CRYGC CRYGD CRYGS,
105,structural constituent of myelin sheath,AGTRAP APOLD1 CKLF CMTM1 CMTM2 CMTM3 CMTM4 CMTM5 CMTM6 CMTM7 CMTM8 CYBA GPM6A KRTCAP3 LAPTM4A LAPTM5 MAL MAL2 MALL MARVELD1 MLC1 MS4A10 MYADM MYADML2 NKAIN2 NKAIN4 PLLP ROM1 SLC48A1 SSPN SYNGR1 SYNGR2 SYNGR3 SYNPR SYPL1 SYPL2 TMEM125 TMEM150B TMEM179B TMEM212 TMEM238L TMEM253 TMEM262 TMEM44 TMEM54 TMEM72 TSPAN10,
66,structural constituent of postsynaptic actin cytoskeleton,ANKRD18A ANKRD18B ANKRD20A1 ANKRD26 ANKRD30A ANKRD30B ANKRD30BL ANKRD36 ANKRD36B ANKRD36C ANKRD62 ANKRD7 CCDC144A POTEB POTEB2 POTEB3 POTEC POTED POTEE POTEF POTEG POTEH POTEI POTEJ POTEM,
108,sulfation,EPHX1 SULT1A1 SULT1A2 SULT1A3 SULT1A4 SULT1B1 SULT1C2 SULT1C3 SULT1C4 SULT1E1 SULT2A1 SULT2B1 SULT4A1 SULT6B1,
28,suppression of viral release by host,BSPRY FSD1 FSD2 MEFV PML RFPL1 RFPL2 RFPL3 RFPL4A RFPL4AL1 RFPL4B RNF135 RNF151 RNF207 RNF39 TRAF1 TRAF2 TRAF3 TRAF4 TRAF5 TRAF6 TRIM10 TRIM11 TRIM13 TRIM14 TRIM15 TRIM16 TRIM17 TRIM2 TRIM21 TRIM22 TRIM25 TRIM26 TRIM27 TRIM29 TRIM3 TRIM31 TRIM32 TRIM34 TRIM35 TRIM36 TRIM38 TRIM39 TRIM4 TRIM40 TRIM41 TRIM42 TRIM43 TRIM43B TRIM45 TRIM46 TRIM47 TRIM48 TRIM49 TRIM49B TRIM49C TRIM49D1 TRIM49D2 TRIM5 TRIM50 TRIM51 TRIM54 TRIM55 TRIM56 TRIM58 TRIM59 TRIM6 TRIM60 TRIM61 TRIM62 TRIM63 TRIM64 TRIM64B TRIM64C TRIM65 TRIM67 TRIM68 TRIM69 TRIM7 TRIM71 TRIM72 TRIM73 TRIM74 TRIM77 TRIM8 TRIM9 TRIML1 TRIML2,
365,synaptic vesicle endocytosis,AFAP1 AMPH ANKS1A ARHGAP10 ARHGAP17 ARHGAP26 ARHGAP29 ARHGAP35 ARHGAP42 ARHGAP44 ARHGEF11 ARHGEF12 ARHGEF18 ARHGEF2 ARHGEF28 ARHGEF7 ASAP1 ASAP2 BAIAP2 BAIAP2L1 BAIAP2L2 BIN1 CACNB1 CACNB3 CACNB4 CAPS2 CARMIL1 CTTNBP2 DENND1A DNM2 DNM3 DNMBP DTNA DTNB EFCAB3 ENOX1 EPB41 EPB41L1 EPB41L2 EPB41L3 EPB41L4B EPB41L5 FCHO2 FCHSD2 FNBP1 FNBP1L GAS7 HIF3A HIP1 HIP1R INPPL1 IQSEC1 ITSN2 KLC1 KLC2 KLC3 KLC4 KSR1 MARF1 MTSS2 MYO16 NEBL NPHP4 PACSIN1 PACSIN2 PACSIN3 PDCD6IP PLCB1 PLCH1 PLCH2 PLEKHH1 PLEKHH2 PSTPIP1 PSTPIP2 RABGAP1 RAPGEF6 RGSL1 SH3BP1 SH3BP5 SH3GL1 SH3GL2 SH3GL3 SNX29 SOS1 SOS2 SRGAP2 SRGAP2B SRGAP2C SRGAP3 SYNJ1 SYNJ2 TANC1 TJP3 TRIP10 TTC3,
433,tRNA modification,ADAT2 AMD1 B9D2 BCDIN3D C3orf33 CDA CNPPD1 CSKMT CTDSP2 CTDSPL DCTD DTWD2 DUSP13 EEF1AKMT2 GEMIN6 GNPNAT1 GUK1 HPDL IBA57 LIPT2 MDP1 METTL18 METTL6 MITD1 MTERF3 NME7 NUDT19 PHOSPHO2 PSMG4 SPRYD4 STK19 TIGAR TRPT1 TRUB1,
436,tRNA modification,AANAT AASDHPPT ABITRAM ACP1 ADO AIMP2 ALKBH1 ANAPC10 ARL16 ARMH2 ARMT1 ATAD3C ATG10 BCS1L BMT2 C14orf28 C19orf54 C1orf74 C6orf120 C6orf62 CAMKMT CARNMT1 CDKAL1 CDKN3 CENPM CFAP161 CIAPIN1 CIDEC CLP1 CPLANE2 CTU2 CYB5RL DCK DCPS DDX28 DESI1 DNAJC28 DPH1 DRG2 DTYMK DUS3L DUSP14 DUSP18 DUSP19 DUSP22 DUSP3 EEF1E1 EIF2B1 EIF2D ELP4 ELP5 EMC8 EMC9 ERI1 EXO5 EXOSC8 FAAP24 FANCF FBXO17 FBXO2 FBXO27 FBXO44 FBXO6 FDXACB1 GDPGP1 GET3 GLYATL3 GMPS GPN2 GPN3 GUCD1 HENMT1 HIKESHI HSPBAP1 ISG20 JOSD1 JOSD2 LCMT2 MBLAC1 METTL2A METTL2B METTL8 MGME1 MKRN2OS MMACHC MOCS3 MRPL44 MTERF1 MTERF2 MUS81 MUTYH NAA60 NABP2 NEIL2 NEURL2 NHLRC1 NICN1 NIP7 NME9 NMRK2 NUDT17 NUDT18 NUDT21 NUDT22 NXNL1 OTULIN OVCA2 PARP11 PIF1 PIGH PLAAT1 PLAAT3 PLAAT4 PLD6 POLB POLD2 POLL POLR1C PPIL6 PRKAG1 PRMT6 PRMT8 PSMG1 PSMG2 PSMG3 PTP4A2 PTP4A3 PUS1 PUS10 PUS3 RAD51C RANGRF RCC2 RIOX1 RNASEH2A RNLS RPP14 RPP30 RPP40 RPUSD2 RRM1 RRM2 RWDD2A RWDD2B RWDD3 SCP2D1 SENP8 SNUPN SPRYD7 STN1 STYXL1 SWSAP1 TEPP THTPA THUMPD2 TK1 TMEM222 TOMM40 TOMM40L TP53RK TPRKB TREX1 TRMT1 TRMT11 TRMT12 TRMT44 TRMT5 TWNK TYMS TYW5 UBA5 UBLCP1 UCHL3 UFSP1 UNG XRCC2 XRCC3 YAE1 ZBTB8OS,
95,tetraspanin-enriched microdomain,CD151 CD37 CD53 CD63 CD81 CD82 CD9 TSPAN1 TSPAN11 TSPAN12 TSPAN13 TSPAN14 TSPAN15 TSPAN16 TSPAN17 TSPAN18 TSPAN19 TSPAN2 TSPAN3 TSPAN31 TSPAN32 TSPAN33 TSPAN4 TSPAN5 TSPAN8 TSPAN9 UPK1A UPK1B,
271,transcription elongation factor complex,AFF1 AFF3 AFF4 ATXN7 ATXN7L1 BAHCC1 CAMTA1 CAPRIN2 CCNT2 CNOT3 CRAMP1 DAB1 DOT1L EPN3 FAM193A FAM193B GPBP1 GPBP1L1 INTS12 IRS1 MED1 NELFA NFRKB NUMBL PER1 PER2 PER3 PICALM REPS1 SECISBP2L SMARCC2 SNAP91 SYNRG TET1 UBN1 ZCCHC14 ZCCHC2 ZMYND8 ZNF541,
239,transcription regulator inhibitor activity,ASCL2 BHLHA15 HES4 HES5 ID1 ID2 ID3 ID4 TCF15 TCF23 TCF24,
243,"translation factor activity, RNA binding",ATOX1 CYCS DBI DDTL DYNLL1 EEF1B2 EEF1D EIF1 EIF1B EIF5A EIF5A2 EIF5AL1 FKBP1A FTH1 FTL HSPE1 IMP3 MIF NACA NCBP2AS2 NME1 NME2 POP7 SELENOH SELENOW TOMM22 TPT1 TXN TXNDC17 UQCRHL ZNF593,
445,translation initiation factor activity,ACBD6 BAG1 BCAS2 C14orf119 C1D C2orf80 CDC37 DCTN2 DENR DFFA DR1 EIF1AD EIF2S2 EIF5B FKBPL LSM12 MCUR1 MED22 MED31 MED6 MZT1 OIP5 PDCD10 POLR2D PRPF18 RWDD4 SEC62 SSRP1 THOC7 TMEM98 TSEN34 TTC1 VHLL WASHC3 ZC3H8,
192,translation repressor activity,ANKRD10 ANKRD40 CBFA2T3 CPEB2 CPEB3 CPEB4 FAM222A GTF2A1L HIF1A HMBOX1 INO80E LDB1 LDB2 MLXIP MLXIPL PCED1A PCED1B PTOV1 RCOR3 SAMD4A SMARCD1 SMARCD2 UBAP1 ZNF750,
182,transmembrane receptor protein phosphatase activity,A2M A2ML1 ASTN1 ASTN2 BOC BRINP1 C3 C4A C4B C5 CACNA2D1 CD109 CDON COL20A1 DPP6 FNDC3A FNDC7 IGDCC3 IGDCC4 IGLON5 IGSF21 IGSF9 KIRREL1 LRP12 MDGA1 NETO1 NETO2 NOMO1 NOMO2 NOMO3 NRG1 NRG2 NRG3 NUP210 NUP210L PRTG PTK7 PTPRG PTPRJ PTPRK PTPRM PTPRO PTPRU PZP RNF150 ROBO3 SGCB SGCD SGCG SGCZ SHISA6 SHISA9 SMCHD1 TMEM132B TMEM132C TMEM132D TMEM132E TPP2 UNC5A UNC5B UNC5C UNC5D,
229,transmembrane receptor protein tyrosine kinase activator activity,AREG BTC CD164L2 EPGN EREG FXYD1 FXYD3 FXYD4 FXYD6 HBEGF IGFLR1 JTB NPDC1 PRIMA1 PTTG1IP RAMP1 RAMP2 RAMP3 SPINT2 TMEM81 TNFRSF12A TP53I13,
11,transmitter-gated channel activity,CHRFAM7A CHRNA1 CHRNA10 CHRNA2 CHRNA3 CHRNA4 CHRNA5 CHRNA6 CHRNA7 CHRNA9 CHRNB1 CHRNB2 CHRNB3 CHRNB4 CHRND CHRNE CHRNG GABRA1 GABRA2 GABRA4 GABRA5 GABRA6 GABRB1 GABRB2 GABRB3 GABRD GABRG1 GABRG2 GABRG3 GABRP GABRR1 GABRR2 GABRR3 GLRA1 GLRA3 GLRB HTR3A HTR3B HTR3C HTR3D HTR3E ZACN,
326,troponin complex,POLR3G SELENOK STMN1 STMN2 STMN3 STMN4 TNNI1 TNNI2 TNNI3 TNNT1 TNNT2 TNNT3 TPD52L1,
398,ubiquitin conjugating enzyme binding,ABRAXAS1 ANKLE1 ARFGAP1 ARFGAP2 ARIH2 ATG14 BRAP BRD9 CPSF4 DCTN4 DCUN1D3 DEF8 DEPDC1B FAM114A1 FAM76A FAM76B G2E3 GTF3C5 HECA KANSL2 KCMF1 KDM4D MAPRE1 MKRN1 MKRN2 OSBP PCGF1 PCGF3 PHF10 PHF11 PIP4P1 PIP4P2 PRKN RALBP1 RBCK1 RBM11 RCHY1 RNF11 RNF114 RNF115 RNF125 RNF126 RNF138 RNF144B RNF166 RNF2 RNF212B RNF8 SIAH1 SIAH2 SINHCAF SPATC1L SPRTN TRAFD1 UBXN7 UPF2 USP22 VPS37A XAF1 XRCC4 ZFAND1 ZFAND2A ZFAND2B ZMAT3 ZMAT4 ZNF277 ZNF330 ZNF346 ZNRF1 ZUP1,
312,ubiquitin ligase complex scaffold activity,AP1G2 AP5Z1 ARMC12 ATP6V1H ATRIP ATXN10 BBS9 CUL1 CUL2 CUL3 CUL5 GSAP HEATR3 HERC4 NCDN NELFCD ORC5 PPP4R3A PSMD5 RAP1GDS1 RIC8B SAAL1 SMPD4 STK36 STKLD1 TELO2 TMCO6 TMEM214 TTC12 TTC24 TTI2 VPS35 WDR97,
82,ubiquitin-dependent protein catabolic process via the C-end degron rule pathway,ANKEF1 ANKRD1 ANKRD2 ANKRD23 ANKRD50 ANKRD53 ANKRD54 ANKRD6 ANKRD66 FEM1A FEM1B FEM1C MIB1 MIB2 NFKB1 NFKB2 OSTF1 PPP1R16A PPP1R16B TNKS2 TNNI3K,
79,ubiquitin-like protein conjugating enzyme activity,AKTIP CDC34 UBE2B UBE2C UBE2D1 UBE2D2 UBE2D3 UBE2D4 UBE2E1 UBE2E2 UBE2E3 UBE2F UBE2G1 UBE2G2 UBE2H UBE2I UBE2J1 UBE2J2 UBE2K UBE2L3 UBE2L5 UBE2L6 UBE2M UBE2N UBE2QL1 UBE2R2 UBE2S UBE2T UBE2U UBE2V1 UBE2V2 UBE2W UFC1,
311,vesicle tethering complex,AGO4 ANAPC2 API5 AREL1 ATG5 AVIL CAPG CDAN1 COG7 COG8 CTNNBL1 EXOC3L1 EXOC3L2 EXOC3L4 GSN KIFAP3 LINS1 MYBBP1A NCBP1 NELFB NIBAN3 PDE2A PDE5A PDE6A PDE6B PDE6C PIDD1 PPEF2 RMDN3 RRN3 RRP12 SF3B1 THOC1 TNFAIP2 TUBGCP2 TUBGCP3 TUBGCP4 TUBGCP5 VPS51 VPS52 WDR93,
316,vesicle tethering complex,AQR COG1 COG2 EXOC2 EXOC3 EXOC4 EXOC5 EXOC7 HACE1 HEATR6 PPP2R5B RANGAP1 VPS35L ZW10,
317,vesicle tethering complex,AP2A2 AP3B1 AP3B2 AP3D1 AP4E1 ARMC3 ARMH1 ARMH3 CDK5RAP3 COG3 COG5 COG6 CTNNAL1 DYM EFR3B EXOC1 EXOC6 EXOC6B INTS3 NAA35 PDE10A PDE7B PHKB PLCD3 PPP6R1 PPP6R2 PPP6R3 RELCH RINT1 RNF123 SCAI STRIP1 STRIP2 SYMPK TBCK TIMELESS TRAPPC9 TRPC4AP UBE3B UBE3C UBE4A UBE4B ULK4 VAC14 VPS50 VPS54 WASHC4 WASHC5 ZNFX1,
279,viral translational frameshifting,AKIP1 BCL2L15 C12orf60 C17orf98 CAV1 CAV2 CAV3 CNFN CYSRT1 GRAMD2A IFITM10 LEMD1 MARCKSL1 MDFI MDFIC MDFIC2 MINAR2 MUSTN1 OAZ1 OAZ2 OAZ3 PDE6G PLAC8L1 REP15 RNF152 RNF182 RNF183 RNF186 RNF222 RNF223 RNF224 RNF225 SMCO1 SPRY1 SPRY2 SPRY4 SYNDIG1 SYNDIG1L TMEM169 TMEM265 TMIE TRARG1 TSLP,
133,voltage-gated potassium channel activity,ATG9A ATG9B BVES CATSPER2 CATSPER4 HCN2 HCN3 KCNA1 KCNA10 KCNA2 KCNA3 KCNA4 KCNA5 KCNA6 KCNA7 KCNC1 KCNC3 KCNC4 KCNF1 KCNG1 KCNG2 KCNG3 KCNG4 KCNK10 KCNK2 KCNN1 KCNQ4 KCNS1 KCNS2 KCNS3 KCNV1 KCNV2 PKD2 POPDC3 TPCN1 XKR6,
135,voltage-gated potassium channel activity,ANO8 CNNM4 GPR158 HCN1 KCNB1 KCNB2 KCNC2 KCND3 KCNH1 KCNH2 KCNH3 KCNH4 KCNH5 KCNH6 KCNH7 KCNH8 KCNN2 KCNQ1 KCNQ2 KCNQ3 KCNQ5,
99,voltage-gated sodium channel activity,CACNA1A CACNA1B CACNA1D CACNA1G CACNA1H CACNA1I CACNA1S NALCN SCN10A SCN11A SCN1A SCN2A SCN3A SCN4A SCN5A SCN7A SCN8A SCN9A,
50,water channel activity,AQP1 AQP10 AQP2 AQP3 AQP4 AQP5 AQP6 AQP7 AQP8 AQP9 MIP RHAG RHBG RHCE RHCG RHD,
148,zinc ion transmembrane transport,ANKH LPCAT3 NIPA2 NIPAL1 NIPAL4 SEC61A2 SLC10A6 SLC15A5 SLC23A3 SLC30A1 SLC30A10 SLC30A2 SLC30A3 SLC30A4 SLC30A5 SLC30A7 SLC30A8 SLC35F1 SLC35F2 SLC35F3 SLC35F5 SLC35G1 SLC39A1 SLC39A10 SLC39A11 SLC39A12 SLC39A13 SLC39A14 SLC39A2 SLC39A3 SLC39A4 SLC39A5 SLC39A6 SLC39A7 SLC39A8 SLC39A9 SLC41A3 SLC8B1 STEAP2 STEAP3 STEAP4 TMCO3 TMEM104 TMEM163 TMEM165 TMEM237 VMP1,
118,zymogen activation,C1R C1RL C1S C2 C6 C8A C8B CFB CFI F10 F11 F12 F2 F7 HABP2 HGF HGFAC HP HPN HPR KLKB1 MASP1 MASP2 MST1 OVCH2 PAMR1 PLAT PLAU PLG PROC PROZ PRSS36 PRSS53 PRSS56 ST14 TINAG TMPRSS13 TMPRSS15 TMPRSS2 TMPRSS3 TMPRSS4 TMPRSS5 TMPRSS6 TMPRSS7 TMPRSS9,
