cluster_id,GO_hit,gene_symbols,annotated_label
28,lysosomal lumen,QPCT NAAA GGH ARSJ CPVL PLBD1 SCPEP1 ALPG LCTL TPP1 BST1 ACP2 ALPP PPT1 ARSK LIPA TREH HYAL1 HPSE GALNS DPEP2 PLA2G15 ACP5 ENPP6 GUSB SUMF2 IFI30 DPEP1 ARSI PRCP SMPDL3B FUCA1 ENPP7 LCAT GNS CTSA NEU1 CTSC EDEM2 ARSB PLBD2 CREG1 TCN2 NAGA CTBS CPN1 ADA2 GBA ALPL GLB1L DPP7 PCYOX1L HEXB PCYOX1 PPT2 FUCA2 ASAH1 ACHE GLMP ARSA PRSS16 SMPDL3A ARSG HEXA DPEP3 SGSH EDEM1 ACP4 GLB1 ACP7 SUMF1 RNASET2 DNASE2 NT5E CRTAC1 ALPI MEST CTSZ,
52,mRNA 3'-UTR binding,CHTOP ALYREF HNRNPA1 LSM14A SYNCRIP NABP1 CIRBP HNRNPH3 SFPQ EIF4H TAF15 HABP4 PSPC1 HNRNPH1 LSM14B HNRNPAB G3BP1 YBX1 FAM98A HNRNPU PAIP1 DAZAP1 SRSF9 PPP1R10 HNRNPDL DDX17 DDX5 RBMXL1 HNRNPA0 HNRNPR PABPN1 ILF3 YBX2 HNRNPUL2 MYEF2 HNRNPL NCBP2 DDX4 HNRNPK HNRNPF TARDBP YBX3 HNRNPUL1 FAM98B HNRNPA3 HNRNPD HNRNPA2B1 G3BP2 HNRNPM RAMAC RBMXL2 EWSR1 FXR1 GAR1 SERBP1 CNBP EIF4B LARP1 PDCD4 KHSRP KHDRBS3 FXR2 SRSF1 KHDRBS1 HNRNPA1L2 FBL FUS RBM8A KHDRBS2,
54,mRNA 3'-UTR binding,RBPMS2 DAZL RBM47 RBMS2 EBF2 RAVER2 MBNL2 RBM45 TRNAU1AP PABPC1 RBM4B RBFOX1 CELF5 HNRNPLL PCBP2 MSI2 PTBP3 CELF6 BOLL PTBP1 RBM24 RBFOX3 ENOX1 ELAVL1 NOVA1 QKI FUBP3 ESRP1 PABPC3 RBM4 EBF1 RBM46 PABPC4 MSI1 RBMS3 CELF1 RBM38 TIAL1 IGF2BP1 ELAVL4 PUF60 CELF3 ZC3H10 EBF3 CELF2 RBM14 ELAVL2 A1CF TIA1 ESRP2 PCBP3 PTBP2 IGF2BP2 CELF4 RBFOX2 FAM168A RBPMS EBF4 PCBP4 NOVA2 RBMS1 STAU2 PABPC1L IGF2BP3 SNRPB2 ELAVL3 PCBP1 MBNL1,
399,mRNA export from nucleus,SPTY2D1 POLDIP3 FYTTD1 WASHC2A UIMC1 ZC3H11B CDKN2AIP FKBP15 C19orf47 WASHC2C ZC3H11A BRD8 SDE2 RNF168,
49,manchette,MBD3L1 SNAPC4 BTBD18 CCDC187 MBD3L3 POM121L2 SPATA31A5 ELOA2 PRR30 C1orf167 AMER3 SPATA31E1 RIMBP3B NUTM2G PROX2 DDN CEP295NL SPATA31D4 GAS2L2 RFX5 SPOCD1 CSNKA2IP NUTM2B MAP10 ZNF839 CCDC116 SPATA31D1 GPRIN2 PCARE MBD3L2 NUTM2E C2orf78 SPEM3 RBBP8NL XIRP1 MBD3L4 LRRC53 IQCC IQCN PPP1R26 SPATA31A1 AKAP3 KIAA1614 NPAP1 FAM186B NUTM2F PROB1 MBD3L2B CCDC9B NUTM1 SPATA21 SPATA31A7 C2orf81 C9orf131 SPATA31A6 FAM205A NUTM2A RIMBP3C ZNF831 CCDC71 NUTM2D MBD3L5 FAM186A DACT2 SPATA31A3 KRBA1 RIMBP3 TSGA10IP SPATA31D3,
173,mannose binding,CLEC4E CLEC12B CLEC6A CLEC20A CLEC1B CLEC12A CLEC2A CD72 CD302 CLEC2L KLRC3 FCER2 CLEC4A CLEC2D CLEC4F KLRC2 CD207 OLR1 CLEC10A CLEC9A ASGR2 KLRC4 ASGR1 CLEC5A CLEC3B KLRC1 KLRK1 CLEC4M CLEC2B CLEC1A CLEC7A KLRG1 CD69 CLEC4D MCEMP1 KLRB1 CD209 KLRF1 CLEC17A CLEC4C CLEC4G KLRF2 SELL BST2,
77,mannosyltransferase activity,SLC15A5 ALG3 TMEM168 POMT1 DPY19L4 SLC35C2 SLC35E2B SLC35A5 TMEM163 NIPA2 ANKH TMTC3 NIPAL3 DPY19L2 SLC35E1 SLC35F6 TMEM241 SLC35G1 SLC33A1 SLC35F2 TMEM26 SLC35F5 NIPAL2 PIGU SLC35F3 SLC66A3 SLC35D3 TMTC4 DPY19L1 SLC35D2 LMF1 STT3B NIPAL1 STIMATE SLC35D1 SLC35B2 CHPT1 ALG8 ALG6 TMEM116 SLC35C1 SLC35F1 MFSD14B SLC66A2 POMT2 ERMP1 HHAT RFT1 NIPA1 ALG9 SLC35B3 SLC38A6 MBOAT1 DPY19L3 SLC35A1 SLC30A6 RNF145 TMEM260 SLC35B4 PIGB,
138,meiotic chromosome segregation,RESF1 PPP1R3A CCDC7 ZNF804B BRCA1 SGO2 AKAP11 KIAA0232 C2CD6 ZNF518B REV3L RLF FANCM NPAT KNL1 ZNF518A TDRD15 LCORL CENPC MIS18BP1 SETX RP1 SYCP2 MCPH1 USP29 TASOR2 ICE1 CEP126 TDRD6 MAP3K19 APLF BRCA2 BTBD8 TASOR CEP192 LRIF1 ZNF804A RAD51AP2 FAM135A KIZ ZDBF2 RBBP8 TEX15 CASP8AP2 C12orf40 ANKRD31 ETAA1 FAM214A CEP295,
152,membrane disruption in another organism,DEFA6 TFF1 PRG3 DEFA5 SCGB1C1 KRTDAP PRG2 SAA2 APOC1 CD52 SCGB1D2 SCGB2B2 SPINK7 SAA1 DEFA4 DEFA1B OTOS SCGB3A2 APOC2 MIA SCGB1A1 SCGB3A1 SCGB1C2 C3orf85 GUCA2B SFTA2 BGLAP SCGB2A1 DCD PI3 MSMB C5orf46 TFF3 PLAC9 SCGB1D1 SCGB2A2 GUCA2A DEFA3 RETN APOA2 SCGB1D4 CLPS DEFA1 APOC3 SPINK1 PRAP1 SPINK4,
103,methylated histone binding,SETDB1 L3MBTL3 TADA2B GTF2I SIVA1 EZH1 KDM4B ZCWPW1 UHRF2 PARP1 KDM4A MTF2 KDM4C CDCA7L DNMT3A BRPF1 EHMT1 JADE1 SFMBT2 ATXN7L3 BRPF3 KDM2A EZH2 XPC DPF3 KDM3A PHF12 JARID2 ZNF512 CDCA7 TCEA3 MBTD1 PHF20 BAZ1B L3MBTL4 PHF2 UHRF1 SCMH1 ZMYND11 SFMBT1 PHF13 SPIN1 JADE2 DNMT1 UBE2O NSD2 EHMT2 GTF2IRD1 PHF19 KDM2B DNMT3B BRD1 L3MBTL1 L3MBTL2 KDM3B,
379,microbody lumen,PLCXD2 AADACL3 AIFM2 SQOR OSGIN1 DIO1 ASPA AMACR PAFAH2 AADACL4 ACOT4 ACOT6 BAAT DAO ACOT1 RETSAT ACOT2,
285,microbody membrane,TMEM11 TMEM234 TMEM129 SLC66A1 MAD2L1BP RMND5B PEMT MTFP1 MPDU1 PEX11G PEX11B MPV17L2 PEX10 CCDC51 PEX11A MUL1 PEX2 PEX12 TMEM177 TMEM186 TMEM199 TMEM254 ARV1 PXMP4 MPV17 TMEM41A PEX16,
161,microfilament motor activity,FER1L6 MYO1F MYO1A FER1L5 MYO1B DOCK4 MYO5C PREX2 DOCK8 MYO1H CYFIP1 MICAL2 MYOF IQGAP3 MYO6 DOCK9 CYFIP2 DOCK10 MYO5B UGGT2 MYO10 DOCK3 MYO7B MYO7A DOCK2 NCKAP1L MYO3A IQGAP1 MYO19 IQGAP2 DOCK1 UNC13C MCTP1 MYO1C PREX1 MYO1G OTOF MYO1D DOCK5 MYO5A MYO1E MYO3B MYO9B KIF13B UNC13A DYSF,
430,microtubule bundle,EDF1 CNN3 ARPC5L TAGLN2 TAGLN CNN1 CNN2 TAGLN3 TPPP3 NUTF2 TPPP,
291,mitochondrial RNA metabolic process,FASTKD5 MTRES1 COX10 FASTKD3 FASTKD1 NDUFAF1 GTPBP8 MTERF1 PTCD2 TEFM PTCD3 MTERF2 TRNT1 MTPAP MTERF3 COQ3 TBRG4 FASTKD2 TRMT61B LETM2 MRPS27 MRPL39 OMA1 MGME1 PRORP TRMT10C TRMT5,
221,mitochondrial intermembrane space,TIMM9 COA4 COA5 CHCHD5 TIMM10 COX6B2 TOMM22 UQCRHL C22orf39 NDUFA8 RNF7 TXNDC17 NDUFB10 TIMM10B TRIAP1 ZNF593 CNPY1 GFER TIMM8B NDUFS5 RNF181 MIEN1 C14orf119 COX19 DPH3 NDUFB7 FAM136A TIMM13 COA6 CHCHD4 CMC2 COX17 CHCHD1 CHCHD7 CMC1 NDUFAF8 COX6B1,
194,mitochondrial ribosome,NDUFA5 MRPS21 MRPL57 LYRM1 NUPR2 NDUFA7 SLIRP UQCC2 NGRN SDHAF3 MRPS26 MRPL53 COA8 C15orf61 NDUFV3 MRPS23 NDUFB9 MRPS36 NDUFA6 MRPL41 MRPL43 NCBP2AS2 LYRM2 MRPL52 GADD45GIP1 PTPMT1 PAM16 MRPS33 MRPL51 ETFRF1 NDUFA2 LYRM7 MRPL54 MRPS34 FMC1 LYRM4 SDHAF1 NDUFAF2 LYRM9 MCRIP2,
27,mitochondrial ribosome,MRPL35 MRPL38 TSFM MRPS12 MRPL44 MRPL16 MRRF MRPL23 NDUFA9 MRPL11 GRPEL1 MRPL36 MTRF1 LETMD1 MRPL17 MRPS9 MRPL48 MRPL2 ECSIT MRPL20 MRPL24 MRPL27 MRPL58 NDUFS4 MRPL15 MRPS17 MRPS2 MRPL18 MRPS11 PTRH2 MRPS14 MRPS5 MRPL13 MRPL32 MRPL9 NHP2 AURKAIP1 MRPL30 MRPS15 COQ4 MRPL12 MRPL45 MRPS16 MRPL10 MRPL21 MRPS25 RBFA MTRF1L MRPL46 MRPS35 MRPL19 MRPL1 DMAC2 MRPL14 MRPS6 MRPS18B SDHAF2 MRPS18C MRPL40 NDUFAF4 MRPL4 MRPL22 MRPL55 MRPL34 MRPL28 MRPS10 MRPS22 NDUFA10 MRPL50 TFAM MRPS18A MRPS31 MRPL49 MRPS7 MMADHC MRPL47 MRPL3 MTIF3,
108,mitochondrial transmembrane transport,SLC25A33 SLC25A28 SLC25A38 SLC25A4 SLC25A1 SFXN2 SLC25A3 SLC25A34 SLC25A40 SLC25A11 C19orf12 SFXN1 SLC25A22 SLC25A10 SLC25A32 UCP1 SLC25A12 SLC25A18 SLC25A37 SLC25A13 MTCH1 SLC25A51 SLC25A21 SFXN4 SLC25A26 SLC25A36 SFXN5 SFXN3 SLC25A24 SLC25A30 TMEM135 SLC25A45 SLC25A23 SLC25A35 SLC25A48 SLC25A31 SLC25A39 SLC25A41 UCP3 MTCH2 SLC25A25 SLC25A19 SLC25A42 SLC25A20 SLC25A46 SLC25A16 SLC25A44 SLC25A29 SLC25A17 SLC25A52 SLC25A15 UCP2 SLC25A27 SLC25A47 SLC25A2,
358,mitotic DNA integrity checkpoint signaling,LIG1 NFATC2IP ORC1 RFWD3 TCEANC2 TTF2 WDR76 CLSPN EME1 DGCR8 CHAF1A SLX4 MCM10 RECQL4 RANBP3L TCF19 SPIDR HASPIN ESCO2,
264,mitotic spindle pole,CTTNBP2 GOLGA4 CNTRL TMF1 CCDC88C C4orf50 NIN GOLGA5 OPTN PCNT TPR CCDC141 GCC2 RB1CC1 TRIP11 CENPF GOLGA3 RRBP1 KIF20B NINL CDK5RAP2 FYCO1 PDE4DIP NUMA1 RAI14 GOLGB1 CCDC136 UACA EEA1 CENPE,
171,myeloid cell activation involved in immune response,TRAT1 SHD FCMR SIT1 GCSAML RHEX LST1 GPSM3 LAT OPALIN DOK2 PAG1 LAX1 C2orf74 SH2D1B GCSAM TYROBP C1orf162 CLNK SH2D7 DOK3 LAT2 HCST LRRC25 SH2D2A PTPN18 SHF TREML1 CD247 MILR1 SCIMP CD19 CEACAM19 HSH2D PTPRCAP GAPT TMIGD2 STAP2 DOK1 SH2D6 FCER1G C11orf52 CD244 LIME1,
167,myosin filament,PPL MYH10 EVPL MYO18B MYH13 DSP SPTBN4 CKAP5 TLN2 ACTN1 PRPF8 MYH14 SPTA1 ACTN4 MYH7 MYH4 MYH11 SPTAN1 FLNB SPTBN1 ACTN3 SPTBN5 CLTCL1 EVPLL MYH1 MYH8 ANK1 SPTBN2 ACTN2 MYH6 MYH9 MYH2 VCL NRAP HDLBP MYH3 TTC28 TLN1 MYH7B SNRNP200 FLNC MYO18A SPTB MYH15,
402,negative regulation of BMP signaling pathway,WHAMM AKIRIN2 AKIRIN1 LEMD3 FAM89A BEND4 SMAD6 RCAN1 ITPKA MEX3C SMAD7 PDCD7 NFE2L3,
240,negative regulation of NF-kappaB transcription factor activity,CENPX TAF12 POP5 MYD88 COMMD7 CCDC115 IMP3 GINS1 COMMD5 CRADD COMMD8 NXT1 COMMD3 RWDD3 HIKESHI GEMIN7 ATG101 COMMD6 FADD WASHC3 PIGH ZSWIM7 ZNHIT3 PDRG1 COMMD4 COMMD1 COMMD9 PYCARD POP7 COMMD10 LSM10 CENPW TAF9 VPS25 COMMD2,
362,negative regulation of cytoplasmic translation,GLCCI1 CPEB3 SHB SLAIN1 FBXO33 NT5C1B RANBP9 FAM117B RANBP10 CPEB4 IRS2 WDR26 IRS1 FBXL17 FBXO11 ANKRD13C GLS CPEB2,
357,negative regulation of hippo signaling,PPFIBP1 TP53BP2 CARD14 DLG5 TBC1D2 RASEF WWC2 TSPOAP1 LMNTD2 CDC42BPG RAB44 PTCD1 CRACR2A CARD10 PPP1R13B WWC1 CARD11 TONSL PPFIBP2,
339,negative regulation of microtubule depolymerization,SUPT3H PPFIA2 CADPS CTNND2 NAV2 CLASP1 CAMTA1 KIF1B RGS7 KAZN CTNNA2 CLASP2 CACNB4 SPIRE1 GIT2 DLGAP1 ANKS1B TRIO PEX5L AGAP1 NAV3,
81,negative regulation of stem cell proliferation,MAZ EGR1 KLF4 PRDM1 OVOL3 SCRT1 KLF16 KLF14 KLF13 ZNF367 BCL6B ZCCHC24 FEZF2 SCRT2 ZIC4 KLF11 KLF3 GFI1 ZNF683 ZIC1 NR4A2 KLF5 OVOL1 YY1 WT1 ZNF740 FEZF1 EGR3 ZNF296 KLF7 GLIS1 KLF15 SNAI1 ZFP42 ZNF692 NR4A1 GFI1B KLF10 ZNF488 EGR2 SNAI2 SP5 ZIC5 KLF9 SP6 EGR4 PRDM14 OSR1 OVOL2 OSR2 SNAI3 SP7 PRDM6 KLF6 GTF3A KLF1 ZNF581 KLF17 NR4A3,
51,neuron recognition,OPCML TMEM132E SDK2 DSCAML1 BOC SORCS1 MDGA2 LRP5 PTPRO LRP6 DCC CNTNAP5 CNTN5 CNTN6 ASTN2 PTPRD NTM CNTN4 MDGA1 ATRNL1 IGDCC3 PTPRS ROBO2 SEZ6L PTPRQ CHL1 KIRREL1 PTPRK NECTIN3 UNC5D CNTN2 TMEM132B IGSF21 DSCAM PTPRM IGLON5 CDON UNC5C CACNA2D1 DPP6 EDIL3 CNTNAP2 TENM2 NRCAM FSTL4 NCAM2 KIAA0319 ALCAM NCAM1 MACROD2 ROBO3 CNTN1 TMEM132C NEO1 TENM3 DPP10 CNTN3 SDK1 SORCS3 ASTN1 ROBO1 TMEM132D CADM1 PRTG IGDCC4 CADM2 NFASC KIRREL3 LSAMP,
9,neuropeptide hormone activity,NPVF RLN1 NPS NPW INS-IGF2 NTS IAPP NMS OSTN INSL4 GAST NPB GNRH1 SPAG11A KISS1 ADCYAP1 C2orf66 PYY TAC1 NPPC POMC AVP SST GIP NMB MLN PDYN SRGN IGF2 ASIP CCK NPY PNOC CRH PTH EDN2 VGF ADM INS RLN3 TAC4 VIP GHRL PENK ADM2 CORT GCG C11orf94 INSL3 C4orf48 GAL PTH2 ECRG4 NMU TAC3 CER1 UCMA PTHLH SPX GALP PMCH SCG2 RLN2 PRLH NPPB EDN3 NPPA HCRT CALCA HAMP UCN3 INSL5 CARTPT AGRP NPFF INSL6 C17orf67 CALCB TTR UCN UTS2B UCN2 QRFP GHRH SCG5 GNRH2 UTS2 SPAG11B TRH PPY GRP SCT,
17,neuropeptide receptor activity,HTR2A NTSR1 EDNRA NPFFR1 MCHR1 QRFPR OPRD1 KISS1R RHO NMUR2 HCRTR2 GPR63 AVPR1A TACR1 NPBWR2 EDNRB GPR88 S1PR3 GALR1 ADORA1 OPN3 MC2R MC1R MCHR2 HRH2 GPR6 NPY4R GPR135 NPFFR2 GPR12 SSTR3 NPSR1 NTSR2 GPR37L1 NPY2R ADRB1 ADORA3 GPR37 GPER1 PROKR1 TACR2 GHSR SSTR2 LPAR1 RRH ADORA2B PRLHR OXTR SLC10A4 HCRTR1 NPBWR1 OPN5 NMBR SSTR4 MTNR1A OPN1SW PROKR2 RXFP3 TACR3 OPN4 GALR2 GPR139 OPRL1 GALR3 GPR83 S1PR2 DRD4 AVPR1B ADORA2A SSTR1 MC5R MTNR1B GPR26 CCKBR FFAR4 OPRK1 ADRB3 HTR6 GPR3 MC3R SSTR5 CNR1 PTGER3 MLNR,
319,nodal signaling pathway,CGB8 PGF RTBDN GPHA2 MSMP CGB2 LHB GPHB5 NANOS3 PSPN DAND5 THSD8 CGB5 TSHB TMEM190 CGB1 FSHB CGB7 CFC1 CFC1B CGB3 VEGFB,
169,non-membrane spanning protein tyrosine kinase activity,PTK2B ITK LCK PRKCB RPS6KA1 JAK2 YES1 MATK SRC GRK5 BLK TEC HCK FYN AKT2 FGR PRKD2 PKN3 PTK6 AKT1 LIMK2 FES NEK6 PRKG2 CSK LIMK1 GRK4 TXK GRK2 JAK3 GRK1 PKN1 TYK2 SRMS JAK1 PRKCH SYK GRK6 PRKCD LYN PRKCG ZAP70 PRKCZ PRKCQ,
320,nuclear DNA-directed RNA polymerase complex,GTF2H2C GNPAT POLR3F GTF2H3 ORC4 TAF1B ASCC2 VPS36 NPRL2 POLR3C TRAPPC6B ORC5 ELP4 DHX58 CCZ1B NPRL3 GTF2H2 BBS5 ANAPC2 CCZ1 CDC45 TRAPPC13,
241,nuclear exosome (RNase complex),POLR3H PSMG2 EXOSC9 C3orf33 EXOSC7 EEF1E1 ABITRAM EIF2B1 POP4 EMC8 NAXD PSMG1 EIF2B2 DCTN5 RFK AIMP2 EXOSC1 NIP7 EXOSC5 LTO1 FAAP24 DCTN6 RCL1 EXOSC3 TPRKB MRTO4 RPP14 EXOSC2 GEMIN6 EIF2B3 RPP30 PELO EXOSC8 EIF1AD PSMG3,
80,nucleocytoplasmic carrier activity,XPO7 NCBP1 EFR3A ARMH3 IPO8 TBCD IPO4 AQR TNPO1 TNPO3 EIF4G2 ELMO2 INTS3 TRPC4AP ZYG11B STAG3 NCAPD2 TNPO2 PPP4R3B KIFAP3 NELFB IFRD1 API5 IPO13 XPO4 CSE1L XPO6 UBE4A STRIP1 HID1 PPP4R3A CAND2 RRN3 MEMO1 PDS5A PPP6R3 KPNB1 PDS5B XPOT CAND1 RANBP6 VAC14 STRIP2 XPO5 ARMC9 EFR3B DYM IPO7 RANBP17 STAG1 UBE3A TIMELESS PPP6R2 IPO11 SYMPK IPO9 XPO1 VPS35L IPO5,
340,nucleoside diphosphate kinase activity,TPGS2 NXN EFCAB2 NME5 EFCAB10 MDH1B RIIAD1 SPA17 NME7 AK5 MYCBP AK8 NXNL1 ROPN1L CRYZL1 PPIL6 UEVLD UBAC1 NME9 NME8 NXNL2,
227,nucleoside phosphate catabolic process,IDNK CYB5A CYB5B C4orf33 THYN1 TGDS NUDT4B MOCS2 NUDT9 HDDC2 DCTPP1 IDI1 NUDT5 GLO1 IAH1 MAT2B GGCT NUDT7 NUDT1 FUOM NATD1 NUDT2 OARD1 LACTB2 IDI2 CHAC2 NUDT15 GNPNAT1 PPCS APIP ADI1 GLOD4 NUDT4 PLPBP NUDT3 TPMT DCTD,
120,nucleosome assembly,ANP32E POLR3GL POLE3 RANGAP1 REC8 DRAP1 NUCKS1 PPM1G CENPB ANP32A PPP4R2 PPP1R1B NPM1 POLR3G UBTF PTMS ERICH2 RAD21 PAF1 RSPH4A DAXX SH3BGR PRM3 MBD3 CCER1 NASP DEK ANP32B PTMA NAP1L4 RAD21L1 NCL HMGB1 MAK16 CLNS1A SETSIP NAP1L5 PELP1 RANBP1 MTERF4 FAM170A EIF5 PPP6R1 HDGF RSPH6A UQCRH CCDC28B SET NPM2 ANAPC15 PTGES3 HMGB2,
233,nucleosome assembly,NSMCE3 FAM217B ZCCHC3 PEG10 MAGEF1 ASPRV1 MRFAP1 C11orf68 PNMA8A PNMA1 CNP RTL6 PNMA8C RTL10 TSPYL1 RBM15B NDN PURB ALKBH5 MOAP1 CCDC182 VHLL PURA ARC ZBED2 C16orf72 TSPYL4 FBLL1 LSM11 CCDC127 TSPYL6 PNMA2 MRFAP1L1 PURG TSPYL5 EID2,
307,nucleosome binding,HMGN2 MORF4L1 CBX1 ENSA RBIS SUB1 CBX3 HMGN3 HMGN4 TMA7 HMGA2 SERF1A SERP2 CBX5 SERF2 C19orf53 HMGA1 ZNF706 SMKR1 SERP1 HMGN1 SEC61B HP1BP3 TNP1,
174,nucleotide catabolic process,DNPH1 AKR7A2 NUDT14 NUDT22 NIT1 FN3K ETHE1 METTL26 PHYHD1 MPST DDAH2 ABHD14B PMVK TRPT1 ACY3 ALKBH7 NT5C FHIT HAAO DUSP23 HDHD3 PGLS TST NME3 GAMT METTL27 ACOT8 NUDT16L1 NUDT8 HYI NAT9 APRT CCS HAGHL SAT2 NUDT18 COMTD1 MDP1 NUDT16 TSTD1 OGG1 JMJD7 GGACT,
441,nucleotide-activated protein kinase complex,BNIP2 BNIPL GCH1 PRPSAP1 PRPSAP2 PRKAG3 ATCAY CASTOR2 PRKAG2 PRKAG1,
292,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",HMBS PYCR1 SCLY CTBP2 CRMP1 ENOSF1 MTHFD1 GART DPYSL5 CTBP1 DPH6 CBS CUTC DERA PYCR2 ALDH1L2 AASS ALDH18A1 ATIC MTHFD1L DPYSL4 COQ6 NPEPL1 DPYSL2 XPNPEP1 DPYSL3,
300,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",PBLD DHDH PNP LYPLA2 GPD1 GATM EHHADH ALDH6A1 ALDH3A2 ALDH3B2 C11orf54 SEPHS2 PTGR2 VAT1 FDXR PIPOX HOGA1 PCYT2 CNDP2 ALDH3B1 GNPDA1 PTER GALE CRYL1 AGMAT,
296,oxygen carrier activity,HBQ1 CYGB HBG1 NGB HEBP1 MB HBG2 HBA2 URAD CLIC5 C20orf27 PCBD1 BLVRB HBM AHSP HBA1 HBD DDT CLIC3 HBE1 TRAPPC6A HBZ MIF CLIC1 DDTL HBB,
170,pathway-restricted SMAD protein phosphorylation,NPTXR NRTN BMP7 BMP10 GDF7 NPTX2 GDF5 INHBC INHBE BMP2 BMP5 NXPH1 HAPLN1 LEFTY1 BMP3 BMP8B GDF1 BMP4 NOG NPTX1 AMH NXPH4 MSTN NODAL GDF2 GDF3 PRSS35 TGFB2 INHBB NXPH2 GDF11 TGFB3 GDF6 BDNF GDF10 INHBA BMP6 TGFB1 BMP8A INHA GDF9 LEFTY2 GDF15 NXPH3,
3,peptide antigen binding,TRAV12-1 TRAV23DV6 TRBV14 TRBV24-1 TRBV9 TRBV7-9 TRAV7 TRBV27 TRBV7-2 TRAV38-2DV8 TRBV2 TRAV18 TRAV8-6 TRAV20 TRBV6-1 TRAV38-1 TRAV19 TRAV26-2 TRBV5-3 TRAV9-1 TRBV5-7 TRBV19 TRGV1 TRAV30 TRAV12-2 TRAV36DV7 TRAV1-1 TRBV10-2 TRAV10 TRBV4-2 TRBV11-1 TRAV41 TRBV13 TRBV4-1 TRBV6-6 TRBV30 TRGV11 TRBV7-6 TRAV34 TRAV24 TRBV17 TRBV16 TRAV27 TRBV11-3 TRBV7-4 TRGV10 TRBV20-1 TRBV12-5 TRGV4 TRBV10-3 TRGV5 TRDV3 TRAV8-3 TRAV16 TRAV8-4 TRAV12-3 TRBV5-1 TRAV13-1 TRAV26-1 TRAV9-2 TRBV7-7 TRAV22 TRAV5 TRBV6-8 TRAV29DV5 TRAV8-2 TRAV17 TRBV6-5 TRAV14DV4 TRBV6-4 TRBV7-1 TRBV7-3 TRBV6-2 TRGV8 TRBV12-4 TRAV21 TRAV1-2 TRAV3 TRBV3-1 TRBV29-1 TRBV12-3 TRBV25-1 TRAV40 TRAV13-2 TRAV25 TRBV6-7 TRBV10-1 TRBV5-5 TRAV2 TRBV18 TRBV28 TRAV8-1 TRGV2 IL32 TRDV2 TRGV9 TRBV5-4 TRBV5-6 TRAV4 TRDV1 TRAV6 TRBV23-1 TRGV3 TRAV39,
258,peptide catabolic process,SLC3A2 GGTLC3 FAM234B TFR2 GGT5 FOLH1 LGALS3BP GGT7 NCSTN KEL FAM234A PLD4 CPD PIGS PLD3 GGT1 NCLN CPQ CNDP1 PLD5 MINPP1 SUN1 NAALADL2 ASAH2 SUN5 SPAG4 GGTLC2 TFRC NAALADL1 GGTLC1,
197,peptide hormone binding,ADGRG3 ABCG2 ADGRD1 CRHR1 ADCYAP1R1 ADGRE5 VIPR2 ADGRF4 TAS1R1 ADGRE3 CALCR CALCRL PRF1 ADGRD2 MPEG1 PTH1R ADGRE1 PTH2R ADGRL4 GCGR CRHR2 ADGRF5 GIPR GHRHR SCTR ADGRG1 ADGRE2 GPRC6A TAS1R3 PTCHD3 VIPR1 PKD1L3 ADGRG6 GLP2R TAS1R2 ADGRF3 ADGRG5 ADGRF1 GLP1R ADGRG7,
423,peptide hormone processing,EIF2AK3 MAN1A1 CPXM2 RNF103 PCSK1 PCSK4 PCSK7 EDEM3 FURIN CPE PCSK2,
125,peptidoglycan muralytic activity,APCS REG3G OLFM4 REG1A PLA2G1B LYZ LYG1 SYCN CBLIF ITLN1 CRISP2 CRISPLD1 ITLN2 PGLYRP4 GLIPR2 RETNLB CRISP1 DPT LYZL6 PLA2G2C PLA2G2D SAA4 SPACA3 LYZL2 PLA2G10 LYG2 PLA2G2F PGLYRP1 PI15 REG1B REG3A CRISPLD2 LECT2 VMO1 TCN1 PLA2G2A GLIPR1L2 LYZL4 CRP GLIPR1L1 PLA2G5 GLIPR1 CRISP3 ZG16 LALBA R3HDML PLA2G12B PLA2G2E REG4 LYZL1 PGLYRP3,
324,peptidyl-glutamic acid modification,AGBL3 TTLL10 CRY2 ANGEL1 TTLL8 AGBL5 TTLL9 VASH1 SMPD3 ASTL AMMECR1L KAT14 TTLL1 TTLL3 KIAA0895 VASH2 AMZ1 TTC16 TTLL2 BIVM TTLL6,
353,peroxidase activity,ENPP3 MPO DCT PTGS1 TYR AOAH HEPHL1 EPX ENPP2 PXDN LPO FRRS1 TYRP1 CP PXDNL F5 ENPP1 PTGS2 TPO,
381,phosphatase complex,PPP3CC PPP1CA PPP3CB HDAC1 HDAC2 EIF4E HDAC3 PPP3CA CNOT8 PPP4C RABGGTB CNOT7 PPP1CC PPP1CB PPP2CB PPP2CA PPP6C,
331,phosphatidate phosphatase activity,NRBP2 ANKRD13D ANKRD13B NPLOC4 LPIN1 PITPNM2 LPIN3 DGKZ PACS2 KIAA0930 KIAA0513 INPP4A DENND6B SHC2 SIN3B PACS1 SUFU LPIN2 DGKD FLCN RGS11,
374,phosphatidylcholine-sterol O-acyltransferase activator activity,CAVIN1 PLIN1 SELENOP AFM CLUL1 APOA1 PLIN3 CLU APOA5 KNG1 PLIN2 AFP APOA4 GC ALB ANGPTL8 PLIN5 APOE,
